100,0,1,2,3,4
1001,4,4,4,4,4
1002,4,4,4,4,4
1003,4,4,4,4,4
1004,4,4,4,4,4
1005,4,4,4,4,4
1006,4,4,4,4,4
1007,4,3,4,4,4
1008,4,3,4,4,4
1009,4,2,4,4,4
1010,4,2,4,4,4
1011,4,1,4,4,4
1012,4,1,4,4,4
1013,4,0,4,4,4
1014,4,0,4,4,4
1015,4,0,4,4,4
1016,4,0,4,4,4
1017,4,0,4,4,4
1018,4,0,4,4,4
1019,4,0,4,4,4
1020,4,1,4,4,3
1021,4,1,4,4,3
1022,4,2,4,4,2
1023,4,1,4,4,2
1024,4,2,4,4,1
1025,4,1,4,4,1
1026,4,2,4,4,0
1027,4,1,4,3,0
1028,4,2,4,3,0
1029,4,1,4,2,0
1030,4,2,4,2,0
1031,4,1,4,1,0
1032,4,2,4,1,0
1033,4,1,4,0,0
1034,4,2,4,0,0
1035,4,1,4,0,0
1036,4,1,4,0,0
1037,4,0,4,0,0
1038,4,0,4,0,0
1039,4,0,4,1,0
1040,4,0,4,1,0
1041,4,0,4,2,1
1042,4,0,4,1,0
1043,4,0,4,2,1
1044,4,0,4,1,0
1045,4,0,4,2,1
1046,4,0,4,1,0
1047,4,0,4,2,1
1048,4,0,4,1,0
1049,4,0,4,2,1
1050,4,0,4,1,0
1051,4,0,4,2,1
1052,4,0,4,1,0
1053,4,0,4,2,1
1054,4,0,4,1,0
1055,4,0,3,2,1
1056,4,0,3,1,0
1057,4,1,2,2,0
1058,4,1,2,1,0
1059,4,2,1,2,0
1060,4,1,1,1,0
1061,4,2,0,2,0
1062,4,1,0,1,0
1063,4,2,0,2,0
1064,4,1,0,1,0
1065,4,2,0,2,0
1066,4,1,0,2,0
1067,4,2,0,3,0
1068,4,1,0,3,0
1069,4,2,0,4,0
1070,4,1,0,4,0
1071,4,2,0,4,0
1072,4,1,0,4,0
1073,4,1,0,4,1
1074,4,0,0,4,0
1075,4,0,0,3,1
1076,4,0,0,3,0
1077,4,0,1,2,1
1078,4,0,1,2,0
1079,4,0,2,1,1
1080,4,0,1,1,0
1081,4,0,2,0,1
1082,4,0,1,0,0
1083,4,0,2,0,1
1084,4,0,1,0,0
1085,4,0,2,0,1
1086,4,0,1,0,0
1087,4,0,2,0,1
1088,4,0,1,0,0
1089,4,1,2,0,0
1090,4,1,1,0,0
1091,4,2,2,0,0
1092,4,1,2,0,0
1093,4,2,2,1,0
1094,4,1,2,1,0
1095,4,2,2,2,0
1096,4,1,2,1,0
1097,4,2,2,2,0
1098,4,1,2,1,0
1099,4,2,2,2,0
1100,4,1,2,1,0
1101,4,2,2,2,0
1102,4,1,2,1,0
1103,4,2,2,2,0
1104,4,1,2,2,0
1105,4,2,2,3,0
1106,4,1,2,3,0
1107,4,2,2,4,0
1108,4,1,1,4,0
1109,4,2,2,3,0
1110,4,1,1,3,0
1111,4,2,2,2,0
1112,4,1,1,2,0
1113,4,2,2,1,0
1114,4,1,1,1,0
1115,4,2,2,0,0
1116,4,1,1,0,0
1117,4,2,2,0,0
1118,4,1,1,0,0
1119,4,2,2,0,0
1120,4,1,1,0,0
1121,4,1,2,0,1
1122,4,0,1,0,0
1123,4,0,2,0,1
1124,4,0,2,0,0
1125,4,0,2,1,1
1126,4,0,2,1,0
1127,4,0,2,2,1
1128,4,0,2,1,0
1129,4,0,2,2,1
1130,4,0,2,1,0
1131,4,0,2,2,1
1132,4,0,2,1,0
1133,4,0,2,2,1
1134,4,0,2,1,0
1135,4,0,2,2,1
1136,4,0,2,2,0
1137,4,1,2,3,0
1138,4,1,2,3,0
1139,4,2,2,4,0
1140,4,1,1,4,0
1141,4,2,2,3,0
1142,4,1,1,3,0
1143,4,2,2,2,0
1144,4,1,1,2,0
1145,4,2,2,1,0
1146,4,1,1,1,0
1147,4,2,2,0,0
1148,4,1,1,0,0
1149,4,2,2,0,0
1150,4,1,1,0,0
1151,4,2,2,0,0
1152,4,1,1,0,0
1153,4,2,2,0,0
1154,4,1,1,0,0
1155,4,2,2,0,0
1156,4,1,2,0,0
1157,4,2,2,1,0
1158,4,1,2,1,0
1159,4,2,2,2,0
1160,4,1,2,1,0
1161,4,2,2,2,0
1162,4,1,2,1,0
1163,4,2,2,2,0
1164,4,1,2,1,0
1165,4,2,2,2,0
1166,4,1,2,1,0
1167,4,2,2,2,0
1168,4,1,2,2,0
1169,4,1,2,3,1
1170,4,0,2,3,0
1171,4,0,2,4,1
1172,4,0,1,4,0
1173,4,0,2,3,1
1174,4,0,1,3,0
1175,4,0,2,2,1
1176,4,0,1,2,0
1177,4,0,2,1,1
1178,4,0,1,1,0
1179,4,0,2,0,1
1180,4,0,1,0,0
