100,0,1,2,3,4
1601,4,1,2,0,0
1602,4,2,1,0,0
1603,4,1,2,0,0
1604,4,2,2,0,0
1605,4,1,2,1,0
1606,4,2,2,1,0
1607,4,1,2,2,0
1608,4,1,2,1,1
1609,4,0,2,2,0
1610,4,0,2,1,1
1611,4,0,2,2,0
1612,4,0,2,1,1
1613,4,0,2,2,0
1614,4,0,2,1,1
1615,4,0,2,2,0
1616,4,0,2,2,1
1617,4,0,2,3,0
1618,4,0,2,3,1
1619,4,0,2,4,0
1620,4,0,1,4,1
1621,4,0,2,3,0
1622,4,0,1,3,1
1623,4,0,2,2,0
1624,4,0,1,2,1
1625,4,0,2,1,0
1626,4,0,1,1,1
1627,4,0,2,0,0
1628,4,0,1,0,1
1629,4,0,2,0,0
1630,4,0,1,0,1
1631,4,0,2,0,0
1632,4,0,1,0,1
1633,4,0,2,0,0
1634,4,0,1,0,1
1635,4,0,2,0,0
1636,4,0,2,0,1
1637,4,0,2,1,0
1638,4,0,2,1,1
1639,4,0,2,2,0
1640,4,1,2,1,0
1641,4,1,2,2,0
1642,4,2,2,1,0
1643,4,1,2,2,0
1644,4,2,2,1,0
1645,4,1,2,2,0
1646,4,2,2,1,0
1647,4,1,2,2,0
1648,4,2,2,2,0
1649,4,1,2,3,0
1650,4,2,2,3,0
1651,4,1,2,4,0
1652,4,2,1,4,0
1653,4,1,2,3,0
1654,4,2,1,3,0
1655,4,1,2,2,0
1656,4,1,1,2,1
1657,4,0,2,1,0
1658,4,0,1,1,1
1659,4,0,2,0,0
1660,4,0,1,0,1
1661,4,0,2,0,0
1662,4,0,1,0,1
1663,4,0,2,0,0
1664,4,0,1,0,1
1665,4,0,2,0,0
1666,4,0,1,0,1
1667,4,0,2,0,0
1668,4,0,2,0,1
1669,4,0,2,1,0
1670,4,0,2,1,1
1671,4,0,2,2,0
1672,4,0,2,1,1
1673,4,0,2,2,0
1674,4,0,2,1,1
1675,4,0,2,2,0
1676,4,0,2,1,1
1677,4,0,2,2,0
1678,4,0,2,1,1
1679,4,0,2,2,0
1680,4,0,2,2,1
1681,4,0,2,3,0
1682,4,0,2,3,1
1683,4,0,2,4,0
1684,4,0,1,4,1
1685,4,0,2,3,0
1686,4,0,1,3,1
1687,4,0,2,2,0
1688,4,1,1,2,0
1689,4,1,2,1,0
1690,4,2,1,1,0
1691,4,1,2,0,0
1692,4,2,1,0,0
1693,4,1,2,0,0
1694,4,2,1,0,0
1695,4,1,2,0,0
1696,4,2,1,0,0
1697,4,1,2,0,0
1698,4,2,1,0,0
1699,4,1,2,0,0
1700,4,2,2,0,0
1701,4,1,2,1,0
1702,4,2,2,1,0
1703,4,1,2,2,0
1704,4,1,2,1,1
1705,4,0,2,2,0
1706,4,0,2,1,1
1707,4,0,2,2,0
1708,4,0,2,1,1
1709,4,0,2,2,0
1710,4,0,2,1,1
1711,4,0,2,2,0
1712,4,0,2,2,1
1713,4,0,2,3,0
1714,4,0,2,3,1
1715,4,0,2,4,0
1716,4,0,1,4,1
1717,4,0,2,3,0
1718,4,0,1,3,1
1719,4,0,2,2,0
1720,4,0,1,2,1
1721,4,0,2,1,0
1722,4,0,1,1,1
1723,4,0,2,0,0
1724,4,0,1,0,1
1725,4,0,2,0,0
1726,4,0,1,0,1
1727,4,0,2,0,0
1728,4,0,1,0,1
1729,4,0,2,0,0
1730,4,0,1,0,1
1731,4,0,2,0,0
1732,4,0,2,0,1
1733,4,0,2,1,0
1734,4,0,2,1,1
1735,4,0,2,2,0
1736,4,1,2,1,0
1737,4,1,2,2,0
1738,4,2,2,1,0
1739,4,1,2,2,0
1740,4,2,2,1,0
1741,4,1,2,2,0
1742,4,2,2,1,0
1743,4,1,2,2,0
1744,4,2,2,2,0
1745,4,1,2,3,0
1746,4,2,2,3,0
1747,4,1,2,4,0
1748,4,2,1,4,0
1749,4,1,2,3,0
1750,4,2,1,3,0
1751,4,1,2,2,0
1752,4,1,1,2,1
1753,4,0,2,1,0
1754,4,0,1,1,1
1755,4,0,2,0,0
1756,4,0,1,0,1
1757,4,0,2,0,0
1758,4,0,1,0,1
1759,4,0,2,0,0
1760,4,0,1,0,1
1761,4,0,2,0,0
1762,4,0,1,0,1
1763,4,0,2,0,0
1764,4,0,2,0,1
1765,4,0,2,1,0
1766,4,0,2,1,1
1767,4,0,2,2,0
1768,4,0,2,1,1
1769,4,0,2,2,0
1770,4,0,2,1,1
1771,4,0,2,2,0
1772,4,0,2,1,1
1773,4,0,2,2,0
1774,4,0,2,1,1
1775,4,0,2,2,0
1776,4,0,2,2,1
1777,4,0,2,3,0
1778,4,0,2,3,1
1779,4,0,2,4,0
1780,4,0,1,4,1
1781,4,0,2,3,0
1782,4,0,1,3,1
1783,4,0,2,2,0
1784,4,1,1,2,0
1785,4,1,2,1,0
1786,4,2,1,1,0
1787,4,1,2,0,0
1788,4,2,1,0,0
1789,4,1,2,0,0
1790,4,2,1,0,0
1791,4,1,2,0,0
1792,4,2,1,0,0
1793,4,1,2,0,0
1794,4,2,1,0,0
1795,4,1,2,0,0
1796,4,2,2,0,0
1797,4,1,2,1,0
