0,1
1,1
3,1
7,1
12,1
13,1
14,1
16,1
17,1
20,1
21,3
22,2
23,6
24,4
25,10
26,4
27,10
28,5
29,11
30,4
31,7
33,3
34,2
35,5
38,4
39,14
40,4
41,9
42,3
43,11
44,2
45,3
46,11
47,16
48,11
49,13
50,9
51,11
52,8
53,13
55,1
58,2
59,2
60,5
61,6
64,2
65,3
66,1
67,3
68,2
69,2
70,3
71,2
72,2
73,1
74,3
75,3
76,7
77,9
78,7
79,12
83,1
90,1
95,1
96,1
97,1
128,1
257,2
258,1
259,1
260,2
261,2
264,1
265,2
267,1
268,1
269,1
270,1
274,1
275,1
276,1
277,1
278,1
279,5
280,1
281,7
282,2
283,10
284,3
285,7
286,5
287,8
288,10
289,13
290,3
291,5
292,4
293,7
294,3
295,8
296,5
297,13
298,5
299,13
300,3
301,6
302,5
303,14
304,8
305,12
306,6
307,11
308,6
309,10
310,1
311,3
312,1
313,2
314,3
315,5
316,4
317,6
318,3
319,3
320,1
321,2
322,2
323,4
324,1
325,2
335,3
337,2
339,1
347,1
348,2
349,1
513,4
514,1
515,1
516,2
517,2
518,1
519,1
520,1
529,1
532,1
533,1
534,2
535,4
537,2
539,2
541,2
542,1
543,5
544,1
545,3
546,4
547,3
548,4
549,3
550,3
551,4
552,6
553,9
555,1
556,5
557,8
558,3
559,8
560,4
561,12
562,4
563,14
564,5
565,10
566,5
567,8
568,2
569,4
570,2
571,3
572,2
573,7
574,3
575,9
580,1
581,1
584,1
586,2
587,2
588,1
589,1
594,1
614,1
615,1
618,1
640,1
769,3
770,2
771,3
772,2
773,3
774,1
775,2
776,1
777,1
778,1
779,1
780,1
781,1
782,1
784,1
785,1
788,1
789,1
790,1
791,1
792,1
793,2
794,1
795,1
796,2
797,3
798,1
799,2
800,1
801,2
802,1
803,6
804,2
805,4
806,4
807,4
808,3
809,5
810,3
811,4
812,3
813,4
814,2
815,6
816,2
817,5
818,1
819,5
820,1
821,4
822,2
823,6
827,1
828,3
829,5
838,1
839,1
842,2
843,3
845,1
860,1
861,3
1024,1
1025,3
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,2
1033,2
1036,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1049,1
1050,2
1051,3
1052,1
1053,3
1054,3
1055,4
1056,1
1057,1
1058,2
1059,4
1060,1
1061,2
1063,1
1064,1
1065,4
1066,4
1067,5
1068,3
1069,5
1070,2
1071,4
1072,2
1073,2
1074,1
1075,1
1076,1
1077,1
1078,1
1079,2
1081,1
1084,2
1085,3
1090,1
1091,1
1092,1
1093,1
1094,2
1095,3
1102,1
1103,2
1113,1
1118,1
1119,2
1120,1
1121,1
1151,1
1152,1
1280,3
1281,5
1282,3
1283,3
1284,1
1285,1
1286,2
1287,2
1288,2
1289,2
1290,2
1291,2
1292,1
1293,1
1296,1
1297,1
1300,2
1301,3
1302,1
1303,1
1304,1
1305,1
1306,2
1307,4
1308,2
1309,4
1310,1
1311,2
1312,1
1313,1
1314,3
1315,3
1316,2
1317,3
1318,1
1319,4
1320,1
1321,2
1322,4
1323,5
1324,2
1325,4
1326,3
1327,4
1328,2
1329,3
1331,1
1332,1
1333,2
1336,1
1337,2
1340,1
1341,1
1342,1
1343,1
1350,1
1351,1
1360,1
1361,1
1376,1
1377,1
1404,1
1406,2
1407,2
1536,2
1537,3
1538,3
1539,4
1540,2
1541,3
1542,3
1543,4
1544,2
1545,2
1546,2
1547,2
1548,2
1549,2
1550,1
1551,1
1552,1
1553,1
1554,1
1555,2
1558,1
1560,3
1561,4
1564,2
1565,4
1566,1
1567,2
1568,2
1569,1
1572,1
1573,3
1574,1
1575,2
1576,3
1577,4
1578,2
1579,4
1580,4
1581,4
1582,3
1583,4
1584,2
1585,4
1586,2
1587,2
1588,4
1589,5
1590,2
1591,2
1592,2
1593,2
1594,2
1595,2
1596,1
1597,3
1598,2
1599,3
1608,1
1609,2
1625,1
1637,1
1639,1
1656,1
1660,1
1664,2
1792,2
1793,8
1794,2
1795,2
1796,3
1797,3
1798,2
1799,2
1800,2
1801,1
1802,2
1803,2
1804,2
1805,3
1807,1
1809,1
1811,1
1812,2
1813,3
1814,1
1815,2
1816,1
1817,2
1818,3
1819,4
1820,3
1821,4
1822,4
1823,12
1824,1
1825,1
1826,2
1827,2
1828,1
1829,1
1830,2
1831,3
1832,1
1833,2
1834,4
1835,4
1836,3
1837,4
1838,3
1839,3
1840,1
1841,1
1842,1
1843,1
1844,4
1845,2
1848,2
1849,3
1850,2
1851,2
1852,1
1853,2
1855,1
1856,1
1857,1
1858,1
1859,2
1864,1
1874,1
1875,1
1899,1
1920,6
2048,4
2049,8
2050,2
2051,2
2052,3
2053,3
2054,1
2055,2
2056,3
2057,3
2060,2
2061,2
2062,1
2063,1
2066,1
2067,2
2068,1
2069,3
2072,3
2073,4
2074,2
2075,5
2080,2
2081,4
2082,1
2084,1
2085,1
2086,1
2087,1
2088,2
2089,4
2090,2
2091,2
2092,3
2093,3
2094,3
2095,4
2096,2
2097,3
2098,4
2099,6
2101,1
2102,1
2103,2
2106,1
2107,2
2108,1
2109,3
2112,1
2113,3
2116,1
2117,1
2122,3
2123,5
2127,1
2131,1
2142,1
2144,1
2145,2
2151,1
2170,1
2176,11
2304,4
2305,7
2306,4
2307,5
2308,1
2309,1
2310,3
2311,2
2312,1
2313,2
2314,2
2315,1
2316,1
2317,1
2318,2
2319,2
2320,1
2321,2
2322,2
2323,2
2324,2
2325,3
2326,1
2327,2
2328,2
2329,5
2330,2
2331,4
2332,2
2333,4
2334,9
2335,13
2336,3
2337,5
2338,1
2340,1
2341,1
2342,2
2343,1
2344,1
2345,1
2346,2
2347,2
2348,4
2349,8
2350,3
2351,4
2352,1
2353,1
2354,4
2355,4
2356,1
2360,1
2361,1
2362,1
2363,1
2364,1
2365,4
2366,1
2367,3
2368,2
2369,4
2370,1
2371,1
2374,1
2375,2
2376,1
2377,1
2384,2
2385,3
2387,1
2392,1
2393,2
2399,1
2432,14
2560,3
2561,4
2562,3
2563,5
2564,4
2565,4
2566,2
2567,1
2568,2
2569,2
2570,4
2571,5
2574,1
2575,1
2576,1
2577,2
2578,3
2579,3
2580,2
2581,2
2582,2
2583,4
2584,2
2585,3
2586,2
2587,4
2588,1
2589,2
2590,1
2591,3
2592,3
2593,5
2594,1
2595,1
2596,2
2597,2
2598,2
2599,1
2600,2
2601,4
2602,3
2603,3
2604,3
2605,4
