100,0,1,2,3,4,DETECTION,PREDICTION
1162,4,1,2,1,0,20,20
1163,4,2,2,2,0,20,20
1164,4,1,2,1,0,20,20
1165,4,2,2,2,0,20,20
1166,4,1,2,1,0,20,20
1167,4,2,2,2,0,20,20
1168,4,1,2,2,0,20,20
1169,4,1,2,3,1,20,20
1170,4,0,2,3,0,16,20
1171,4,0,2,4,1,20,20
1172,4,0,1,4,0,16,20
1173,4,0,2,3,1,20,16
1174,4,0,1,3,0,16,16
1175,4,0,2,2,1,20,16
1176,4,0,1,2,0,16,16
1177,4,0,2,1,1,20,16
1178,4,0,1,1,0,16,16
1179,4,0,2,0,1,16,20
1180,4,0,1,0,0,16,20
1181,4,0,2,0,1,16,20
1182,4,0,1,0,0,16,16
1183,4,0,2,0,1,16,16
1184,4,0,1,0,0,16,16
1185,4,1,2,0,0,16,16
1186,4,1,1,0,0,16,16
1187,4,2,2,0,0,16,16
1188,4,1,2,0,0,16,16
1189,4,2,2,1,0,20,16
1190,4,1,2,1,0,20,16
1191,4,2,2,2,0,20,16
1192,4,1,2,1,0,20,20
1193,4,2,2,2,0,20,20
1194,4,1,2,1,0,20,20
1195,4,2,2,2,0,20,20
1196,4,1,2,1,0,20,16
1197,4,2,2,2,0,20,20
1198,4,1,2,1,0,20,16
1199,4,2,2,2,0,20,20
1200,4,1,2,2,0,20,16
1201,4,1,2,3,0,20,20
1202,4,0,2,3,0,16,16
1203,4,0,2,4,0,16,20
1204,4,0,1,4,0,16,16
1205,4,0,2,3,0,16,20
1206,4,0,1,3,0,16,16
1207,4,0,2,2,0,16,20
1208,4,1,1,2,0,20,16
1209,4,1,2,1,0,20,20
1210,4,2,1,1,0,20,16
1211,4,1,2,0,0,16,20
1212,4,2,1,0,0,16,16
1213,4,1,2,0,0,16,20
1214,4,2,1,0,0,16,16
1215,4,1,2,0,0,16,16
1216,4,2,1,0,0,16,16
1217,4,1,2,0,0,16,16
1218,4,2,1,0,0,16,16
1219,4,1,2,0,0,16,16
1220,4,2,2,0,0,16,16
1221,4,1,2,1,0,20,16
1222,4,2,2,1,0,20,16
1223,4,1,2,2,0,20,16
1224,4,1,2,1,1,20,16
1225,4,0,2,2,0,16,20
1226,4,0,2,1,1,20,16
1227,4,0,2,2,0,16,20
1228,4,0,2,1,1,20,20
1229,4,0,2,2,0,16,20
1230,4,0,2,1,1,20,20
1231,4,0,2,2,0,16,20
1232,4,0,2,2,1,20,20
1233,4,0,2,3,0,16,20
1234,4,0,2,3,1,20,20
1235,4,0,2,4,0,16,20
1236,4,0,1,4,1,20,20
1237,4,0,2,3,0,16,20
1238,4,0,1,3,1,20,20
1239,4,0,2,2,0,16,20
1240,4,0,1,2,1,20,20
1241,4,0,2,1,0,16,20
1242,4,0,1,1,1,20,20
1243,4,0,2,0,0,16,20
1244,4,0,1,0,1,16,16
1245,4,0,2,0,0,16,20
1246,4,0,1,0,1,16,16
1247,4,0,2,0,0,16,16
1248,4,0,1,0,1,16,16
1249,4,0,2,0,0,16,16
1250,4,0,1,0,1,16,16
1251,4,0,2,0,0,16,16
1252,4,0,2,0,1,16,16
1253,4,0,2,1,0,16,16
1254,4,0,2,1,1,20,16
1255,4,0,2,2,0,16,16
1256,4,1,2,1,0,20,16
1257,4,1,2,2,0,20,20
1258,4,2,2,1,0,20,16
1259,4,1,2,2,0,20,20
1260,4,2,2,1,0,20,16
1261,4,1,2,2,0,20,20
1262,4,2,2,1,0,20,16
1263,4,1,2,2,0,20,20
1264,4,2,2,2,0,20,16
1265,4,1,2,3,0,20,20
1266,4,2,2,3,0,20,16
1267,4,1,2,4,0,20,20
1268,4,2,1,4,0,20,16
1269,4,1,2,3,0,20,20
1270,4,2,1,3,0,20,16
1271,4,1,2,2,0,20,20
1272,4,1,1,2,1,20,16
1273,4,0,2,1,0,16,20
1274,4,0,1,1,1,20,16
1275,4,0,2,0,0,16,20
1276,4,0,1,0,1,16,20
1277,4,0,2,0,0,16,20
1278,4,0,1,0,1,16,16
1279,4,0,2,0,0,16,16
1280,4,0,1,0,1,16,16
1281,4,0,2,0,0,16,16
1282,4,0,1,0,1,16,16
1283,4,0,2,0,0,16,16
1284,4,0,2,0,1,16,16
1285,4,0,2,1,0,16,16
1286,4,0,2,1,1,20,16
1287,4,0,2,2,0,16,16
1288,4,0,2,1,1,20,20
1289,4,0,2,2,0,16,20
1290,4,0,2,1,1,20,20
1291,4,0,2,2,0,16,20
1292,4,0,2,1,1,20,16
1293,4,0,2,2,0,16,20
1294,4,0,2,1,1,20,16
1295,4,0,2,2,0,16,20
1296,4,0,2,2,1,20,16
1297,4,0,2,3,0,16,20
1298,4,0,2,3,1,20,16
1299,4,0,2,4,0,16,20
1300,4,0,1,4,1,20,16
1301,4,0,2,3,0,16,20
1302,4,0,1,3,1,20,16
1303,4,0,2,2,0,16,20
1304,4,1,1,2,0,20,16
1305,4,1,2,1,0,20,20
1306,4,2,1,1,0,20,16
1307,4,1,2,0,0,16,20
1308,4,2,1,0,0,16,16
1309,4,1,2,0,0,16,20
1310,4,2,1,0,0,16,16
1311,4,1,2,0,0,16,16
1312,4,2,1,0,0,16,16
1313,4,1,2,0,0,16,16
1314,4,2,1,0,0,16,16
1315,4,1,2,0,0,16,16
1316,4,2,2,0,0,16,16
1317,4,1,2,1,0,20,16
1318,4,2,2,1,0,20,16
1319,4,1,2,2,0,20,16
1320,4,1,2,1,1,20,16
1321,4,0,2,2,0,16,20
1322,4,0,2,1,1,20,16
1323,4,0,2,2,0,16,20
1324,4,0,2,1,1,20,20
1325,4,0,2,2,0,16,20
1326,4,0,2,1,1,20,20
1327,4,0,2,2,0,16,20
1328,4,0,2,2,1,20,20
1329,4,0,2,3,0,16,20
1330,4,0,2,3,1,20,20
1331,4,0,2,4,0,16,20
1332,4,0,1,4,1,20,20
1333,4,0,2,3,0,16,20
1334,4,0,1,3,1,20,20
1335,4,0,2,2,0,16,20
1336,4,0,1,2,1,20,20
1337,4,0,2,1,0,16,20
1338,4,0,1,1,1,20,20
1339,4,0,2,0,0,16,20
1340,4,0,1,0,1,16,16
1341,4,0,2,0,0,16,20
1342,4,0,1,0,1,16,16
1343,4,0,2,0,0,16,16
1344,4,0,1,0,1,16,16
1345,4,0,2,0,0,16,16
1346,4,0,1,0,1,16,16
1347,4,0,2,0,0,16,16
1348,4,0,2,0,1,16,16
1349,4,0,2,1,0,16,16
1350,4,0,2,1,1,20,16
1351,4,0,2,2,0,16,16
1352,4,1,2,1,0,20,16
1353,4,1,2,2,0,20,20
1354,4,2,2,1,0,20,16
1355,4,1,2,2,0,20,20
1356,4,2,2,1,0,20,16
1357,4,1,2,2,0,20,20
1358,4,2,2,1,0,20,16
1359,4,1,2,2,0,20,20
1360,4,2,2,2,0,20,16
1361,4,1,2,3,0,20,20
1362,4,2,2,3,0,20,16
1363,4,1,2,4,0,20,20
1364,4,2,1,4,0,20,16
1365,4,1,2,3,0,20,20
1366,4,2,1,3,0,20,16
1367,4,1,2,2,0,20,20
1368,4,1,1,2,1,20,16
1369,4,0,2,1,0,16,20
1370,4,0,1,1,1,20,16
1371,4,0,2,0,0,16,20
1372,4,0,1,0,1,16,20
1373,4,0,2,0,0,16,20
1374,4,0,1,0,1,16,16
1375,4,0,2,0,0,16,16
1376,4,0,1,0,1,16,16
1377,4,0,2,0,0,16,16
1378,4,0,1,0,1,16,16
1379,4,0,2,0,0,16,16
1380,4,0,2,0,1,16,16
1381,4,0,2,1,0,16,16
1382,4,0,2,1,1,20,16
1383,4,0,2,2,0,16,16
1384,4,0,2,1,1,20,20
1385,4,0,2,2,0,16,20
1386,4,0,2,1,1,20,20
1387,4,0,2,2,0,16,20
1388,4,0,2,1,1,20,16
1389,4,0,2,2,0,16,20
1390,4,0,2,1,1,20,16
1391,4,0,2,2,0,16,20
1392,4,0,2,2,1,20,16
1393,4,0,2,3,0,16,20
1394,4,0,2,3,1,20,16
1395,4,0,2,4,0,16,20
1396,4,0,1,4,1,20,16
1397,4,0,2,3,0,16,20
1398,4,0,1,3,1,20,16
1399,4,0,2,2,0,16,20
1400,4,1,1,2,0,20,16
1401,4,1,2,1,0,20,20
1402,4,2,1,1,0,20,16
1403,4,1,2,0,0,16,20
1404,4,2,1,0,0,16,16
1405,4,1,2,0,0,16,20
1406,4,2,1,0,0,16,16
1407,4,1,2,0,0,16,16
1408,4,2,1,0,0,16,16
1409,4,1,2,0,0,16,16
1410,4,2,1,0,0,16,16
1411,4,1,2,0,0,16,16
1412,4,2,2,0,0,16,16
1413,4,1,2,1,0,20,16
1414,4,2,2,1,0,20,16
1415,4,1,2,2,0,20,16
1416,4,1,2,1,1,20,16
1417,4,0,2,2,0,16,20
1418,4,0,2,1,1,20,16
1419,4,0,2,2,0,16,20
1420,4,0,2,1,1,20,20
1421,4,0,2,2,0,16,20
1422,4,0,2,1,1,20,20
1423,4,0,2,2,0,16,20
1424,4,0,2,2,1,20,20
1425,4,0,2,3,0,16,20
1426,4,0,2,3,1,20,20
1427,4,0,2,4,0,16,20
1428,4,0,1,4,1,20,20
1429,4,0,2,3,0,16,20
1430,4,0,1,3,1,20,20
1431,4,0,2,2,0,16,20
1432,4,0,1,2,1,20,20
1433,4,0,2,1,0,16,20
1434,4,0,1,1,1,20,20
1435,4,0,2,0,0,16,20
1436,4,0,1,0,1,16,16
1437,4,0,2,0,0,16,20
1438,4,0,1,0,1,16,16
1439,4,0,2,0,0,16,16
1440,4,0,1,0,1,16,16
1441,4,0,2,0,0,16,16
1442,4,0,1,0,1,16,16
1443,4,0,2,0,0,16,16
1444,4,0,2,0,1,16,16
1445,4,0,2,1,0,16,16
1446,4,0,2,1,1,20,16
1447,4,0,2,2,0,16,16
1448,4,1,2,1,0,20,16
1449,4,1,2,2,0,20,20
1450,4,2,2,1,0,20,16
1451,4,1,2,2,0,20,20
1452,4,2,2,1,0,20,16
1453,4,1,2,2,0,20,20
1454,4,2,2,1,0,20,16
1455,4,1,2,2,0,20,20
1456,4,2,2,2,0,20,16
1457,4,1,2,3,0,20,20
1458,4,2,2,3,0,20,16
1459,4,1,2,4,0,20,20
1460,4,2,1,4,0,20,16
1461,4,1,2,3,0,20,20
1462,4,2,1,3,0,20,16
1463,4,1,2,2,0,20,20
1464,4,1,1,2,1,20,16
1465,4,0,2,1,0,16,20
1466,4,0,1,1,1,20,16
1467,4,0,2,0,0,16,20
1468,4,0,1,0,1,16,20
1469,4,0,2,0,0,16,20
1470,4,0,1,0,1,16,16
1471,4,0,2,0,0,16,16
1472,4,0,1,0,1,16,16
1473,4,0,2,0,0,16,16
1474,4,0,1,0,1,16,16
1475,4,0,2,0,0,16,16
1476,4,0,2,0,1,16,16
1477,4,0,2,1,0,16,16
1478,4,0,2,1,1,20,16
1479,4,0,2,2,0,16,16
1480,4,0,2,1,1,20,20
1481,4,0,2,2,0,16,20
1482,4,0,2,1,1,20,20
1483,4,0,2,2,0,16,20
1484,4,0,2,1,1,20,16
1485,4,0,2,2,0,16,20
1486,4,0,2,1,1,20,16
1487,4,0,2,2,0,16,20
1488,4,0,2,2,1,20,16
1489,4,0,2,3,0,16,20
1490,4,0,2,3,1,20,16
1491,4,0,2,4,0,16,20
1492,4,0,1,4,1,20,16
1493,4,0,2,3,0,16,20
1494,4,0,1,3,1,20,16
1495,4,0,2,2,0,16,20
1496,4,1,1,2,0,20,16
1497,4,1,2,1,0,20,20
1498,4,2,1,1,0,20,16
1499,4,1,2,0,0,16,20
1500,4,2,1,0,0,16,16
1501,4,1,2,0,0,16,20
1502,4,2,1,0,0,16,16
1503,4,1,2,0,0,16,16
1504,4,2,1,0,0,16,16
1505,4,1,2,0,0,16,16
1506,4,2,1,0,0,16,16
1507,4,1,2,0,0,16,16
1508,4,2,2,0,0,16,16
1509,4,1,2,1,0,20,16
1510,4,2,2,1,0,20,16
1511,4,1,2,2,0,20,16
1512,4,1,2,1,1,20,16
1513,4,0,2,2,0,16,20
1514,4,0,2,1,1,20,16
1515,4,0,2,2,0,16,20
1516,4,0,2,1,1,20,20
1517,4,0,2,2,0,16,20
1518,4,0,2,1,1,20,20
1519,4,0,2,2,0,16,20
1520,4,0,2,2,1,20,20
1521,4,0,2,3,0,16,20
1522,4,0,2,3,1,20,20
1523,4,0,2,4,0,16,20
1524,4,0,1,4,1,20,20
1525,4,0,2,3,0,16,20
1526,4,0,1,3,1,20,20
1527,4,0,2,2,0,16,20
1528,4,0,1,2,1,20,20
1529,4,0,2,1,0,16,20
1530,4,0,1,1,1,20,20
1531,4,0,2,0,0,16,20
1532,4,0,1,0,1,16,16
1533,4,0,2,0,0,16,20
1534,4,0,1,0,1,16,16
1535,4,0,2,0,0,16,16
1536,4,0,1,0,1,16,16
1537,4,0,2,0,0,16,16
1538,4,0,1,0,1,16,16
1539,4,0,2,0,0,16,16
1540,4,0,2,0,1,16,16
1541,4,0,2,1,0,16,16
1542,4,0,2,1,1,20,16
1543,4,0,2,2,0,16,16
1544,4,1,2,1,0,20,16
1545,4,1,2,2,0,20,20
1546,4,2,2,1,0,20,16
1547,4,1,2,2,0,20,20
1548,4,2,2,1,0,20,16
1549,4,1,2,2,0,20,20
1550,4,2,2,1,0,20,16
1551,4,1,2,2,0,20,20
1552,4,2,2,2,0,20,16
1553,4,1,2,3,0,20,20
1554,4,2,2,3,0,20,16
1555,4,1,2,4,0,20,20
1556,4,2,1,4,0,20,16
1557,4,1,2,3,0,20,20
1558,4,2,1,3,0,20,16
1559,4,1,2,2,0,20,20
1560,4,1,1,2,1,20,16
1561,4,0,2,1,0,16,20
1562,4,0,1,1,1,20,16
1563,4,0,2,0,0,16,20
1564,4,0,1,0,1,16,20
1565,4,0,2,0,0,16,20
1566,4,0,1,0,1,16,16
1567,4,0,2,0,0,16,16
1568,4,0,1,0,1,16,16
1569,4,0,2,0,0,16,16
1570,4,0,1,0,1,16,16
1571,4,0,2,0,0,16,16
1572,4,0,2,0,1,16,16
1573,4,0,2,1,0,16,16
1574,4,0,2,1,1,20,16
1575,4,0,2,2,0,16,16
1576,4,0,2,1,1,20,20
1577,4,0,2,2,0,16,20
1578,4,0,2,1,1,20,20
1579,4,0,2,2,0,16,20
1580,4,0,2,1,1,20,16
1581,4,0,2,2,0,16,20
1582,4,0,2,1,1,20,16
1583,4,0,2,2,0,16,20
1584,4,0,2,2,1,20,16
1585,4,0,2,3,0,16,20
1586,4,0,2,3,1,20,16
1587,4,0,2,4,0,16,20
1588,4,0,1,4,1,20,16
1589,4,0,2,3,0,16,20
1590,4,0,1,3,1,20,16
1591,4,0,2,2,0,16,20
1592,4,1,1,2,0,20,16
1593,4,1,2,1,0,20,20
1594,4,2,1,1,0,20,16
1595,4,1,2,0,0,16,20
1596,4,2,1,0,0,16,16
1597,4,1,2,0,0,16,20
1598,4,2,1,0,0,16,16
1599,4,1,2,0,0,16,16
1600,4,2,1,0,0,16,16
